epoch,epochs_total,step,steps_total,loss,logits_loss,aux_loss,lr
1,1,33100,56608,1.417,1.417,0.0,4.32e-06
1,1,33200,56608,1.5075,1.5075,0.0,4.29e-06
1,1,33300,56608,1.5367,1.5367,0.0,4.27e-06
1,1,33400,56608,1.3744,1.3744,0.0,4.24e-06
1,1,33500,56608,1.5823,1.5823,0.0,4.22e-06
1,1,33600,56608,1.7116,1.7116,0.0,4.2e-06
1,1,33700,56608,1.7962,1.7962,0.0,4.17e-06
1,1,33800,56608,1.4548,1.4548,0.0,4.15e-06
1,1,33900,56608,1.6186,1.6186,0.0,4.12e-06
1,1,34000,56608,1.4021,1.4021,0.0,4.1e-06
1,1,34100,56608,1.4729,1.4729,0.0,4.08e-06
1,1,34200,56608,1.7249,1.7249,0.0,4.05e-06
1,1,34300,56608,1.6377,1.6377,0.0,4.03e-06
1,1,34400,56608,1.6305,1.6305,0.0,4.01e-06
1,1,34500,56608,1.8276,1.8276,0.0,3.98e-06
1,1,34600,56608,1.5988,1.5988,0.0,3.96e-06
1,1,34700,56608,1.5979,1.5979,0.0,3.94e-06
1,1,34800,56608,1.8854,1.8854,0.0,3.91e-06
1,1,34900,56608,1.5635,1.5635,0.0,3.89e-06
1,1,35000,56608,1.533,1.533,0.0,3.87e-06
1,1,35100,56608,1.519,1.519,0.0,3.84e-06
1,1,35200,56608,1.6087,1.6087,0.0,3.82e-06
1,1,35300,56608,1.3961,1.3961,0.0,3.8e-06
1,1,35400,56608,1.3627,1.3627,0.0,3.77e-06
1,1,35500,56608,1.499,1.499,0.0,3.75e-06
1,1,35600,56608,1.5479,1.5479,0.0,3.73e-06
1,1,35700,56608,1.5982,1.5982,0.0,3.7e-06
1,1,35800,56608,1.5288,1.5288,0.0,3.68e-06
1,1,35900,56608,1.6463,1.6463,0.0,3.66e-06
1,1,36000,56608,1.6379,1.6379,0.0,3.64e-06
1,1,36100,56608,1.7467,1.7467,0.0,3.61e-06
1,1,36200,56608,1.5632,1.5632,0.0,3.59e-06
1,1,36300,56608,1.6453,1.6453,0.0,3.57e-06
1,1,36400,56608,1.5412,1.5412,0.0,3.55e-06
1,1,36500,56608,1.3238,1.3238,0.0,3.52e-06
1,1,36600,56608,1.5504,1.5504,0.0,3.5e-06
1,1,36700,56608,1.5001,1.5001,0.0,3.48e-06
1,1,36800,56608,1.4013,1.4013,0.0,3.46e-06
1,1,36900,56608,1.4135,1.4135,0.0,3.43e-06
1,1,37000,56608,1.3363,1.3363,0.0,3.41e-06
1,1,37100,56608,1.8094,1.8094,0.0,3.39e-06
1,1,37200,56608,1.6665,1.6665,0.0,3.37e-06
1,1,37300,56608,1.8212,1.8212,0.0,3.35e-06
1,1,37400,56608,1.6051,1.6051,0.0,3.32e-06
1,1,37500,56608,1.7912,1.7912,0.0,3.3e-06
1,1,37600,56608,1.5,1.5,0.0,3.28e-06
1,1,37700,56608,1.5682,1.5682,0.0,3.26e-06
1,1,37800,56608,1.654,1.654,0.0,3.24e-06
1,1,37900,56608,1.6316,1.6316,0.0,3.22e-06
1,1,38000,56608,1.5144,1.5144,0.0,3.19e-06
1,1,38100,56608,1.5754,1.5754,0.0,3.17e-06
1,1,38200,56608,1.3805,1.3805,0.0,3.15e-06
1,1,38300,56608,1.4785,1.4785,0.0,3.13e-06
1,1,38400,56608,1.3864,1.3864,0.0,3.11e-06
1,1,38500,56608,1.6007,1.6007,0.0,3.09e-06
1,1,38600,56608,1.5983,1.5983,0.0,3.07e-06
1,1,38700,56608,1.8228,1.8228,0.0,3.05e-06
1,1,38800,56608,1.432,1.432,0.0,3.02e-06
1,1,38900,56608,1.5801,1.5801,0.0,3e-06
1,1,39000,56608,1.634,1.634,0.0,2.98e-06
1,1,39100,56608,1.6159,1.6159,0.0,2.96e-06
1,1,39200,56608,1.5698,1.5698,0.0,2.94e-06
1,1,39300,56608,1.492,1.492,0.0,2.92e-06
1,1,39400,56608,1.6255,1.6255,0.0,2.9e-06
1,1,39500,56608,1.4375,1.4375,0.0,2.88e-06
1,1,39600,56608,1.5935,1.5935,0.0,2.86e-06
1,1,39700,56608,1.8423,1.8423,0.0,2.84e-06
1,1,39800,56608,1.5741,1.5741,0.0,2.82e-06
1,1,39900,56608,1.7328,1.7328,0.0,2.8e-06
1,1,40000,56608,1.6032,1.6032,0.0,2.78e-06
1,1,40100,56608,1.7622,1.7622,0.0,2.76e-06
1,1,40200,56608,1.6392,1.6392,0.0,2.74e-06
1,1,40300,56608,1.4725,1.4725,0.0,2.72e-06
1,1,40400,56608,1.4856,1.4856,0.0,2.7e-06
1,1,40500,56608,1.6163,1.6163,0.0,2.68e-06
1,1,40600,56608,1.591,1.591,0.0,2.66e-06
1,1,40700,56608,1.4734,1.4734,0.0,2.64e-06
1,1,40800,56608,1.5822,1.5822,0.0,2.62e-06
1,1,40900,56608,1.6885,1.6885,0.0,2.6e-06
1,1,41000,56608,1.3958,1.3958,0.0,2.59e-06
1,1,41100,56608,1.4802,1.4802,0.0,2.57e-06
1,1,41200,56608,1.4554,1.4554,0.0,2.55e-06
1,1,41300,56608,1.7683,1.7683,0.0,2.53e-06
1,1,41400,56608,1.5091,1.5091,0.0,2.51e-06
1,1,41500,56608,1.6739,1.6739,0.0,2.49e-06
1,1,41600,56608,1.6999,1.6999,0.0,2.47e-06
1,1,41700,56608,1.4639,1.4639,0.0,2.45e-06
1,1,41800,56608,1.5884,1.5884,0.0,2.44e-06
1,1,41900,56608,1.6342,1.6342,0.0,2.42e-06
1,1,42000,56608,1.4945,1.4945,0.0,2.4e-06
1,1,42100,56608,1.363,1.363,0.0,2.38e-06
1,1,42200,56608,1.6554,1.6554,0.0,2.36e-06
1,1,42300,56608,1.6994,1.6994,0.0,2.35e-06
1,1,42400,56608,1.5504,1.5504,0.0,2.33e-06
1,1,42500,56608,1.6725,1.6725,0.0,2.31e-06
1,1,42600,56608,1.6311,1.6311,0.0,2.29e-06
1,1,42700,56608,1.6601,1.6601,0.0,2.28e-06
1,1,42800,56608,1.6077,1.6077,0.0,2.26e-06
1,1,42900,56608,1.7109,1.7109,0.0,2.24e-06
1,1,43000,56608,1.6502,1.6502,0.0,2.22e-06
1,1,43100,56608,1.4792,1.4792,0.0,2.21e-06
1,1,43200,56608,1.5787,1.5787,0.0,2.19e-06
1,1,43300,56608,1.4698,1.4698,0.0,2.17e-06
1,1,43400,56608,1.6464,1.6464,0.0,2.16e-06
1,1,43500,56608,1.5105,1.5105,0.0,2.14e-06
1,1,43600,56608,1.7322,1.7322,0.0,2.12e-06
1,1,43700,56608,1.4743,1.4743,0.0,2.11e-06
1,1,43800,56608,1.6699,1.6699,0.0,2.09e-06
1,1,43900,56608,1.45,1.45,0.0,2.07e-06
1,1,44000,56608,1.8866,1.8866,0.0,2.06e-06
1,1,44100,56608,1.4355,1.4355,0.0,2.04e-06
1,1,44200,56608,1.5878,1.5878,0.0,2.03e-06
1,1,44300,56608,1.6759,1.6759,0.0,2.01e-06
1,1,44400,56608,1.5215,1.5215,0.0,1.99e-06
1,1,44500,56608,1.4824,1.4824,0.0,1.98e-06
1,1,44600,56608,1.6765,1.6765,0.0,1.96e-06
1,1,44700,56608,1.5452,1.5452,0.0,1.95e-06
1,1,44800,56608,1.4278,1.4278,0.0,1.93e-06
1,1,44900,56608,1.3703,1.3703,0.0,1.92e-06
1,1,45000,56608,1.3618,1.3618,0.0,1.9e-06
